question,answer,language
✅ Какой мусорный контейнер заказать?,"Зависит от плотности и веса отходов. Для ТБО, крупногабаритного и строймусора используются контейнеры на 8 м3 (максимальная нагрузка 5 т), бункеры 20м3 (нагрузкой до 10 тонн), 27 и 33 кубометров. Для бытовых и пищевых – мобильные баки на 0,8 м3 (масимально до 175 кг на один) и 1,1 м3 (до 240 кг).",ru
С чего начать лечение зубов в нашей стоматологии?,Лучше с консультации. До 15 минут она бесплатная. Мы обсудим Ваши желания и пути их достижения.,ru
"Имеет ли смысл лечить наркомана, если он не хочет бросать?","Конечно имеет! Наркоман скорей умрет, чем признает себя наркоманом! У него страшнейшая анозогнозия и потеря самокритики, он физически не может захотеть начать лечение.

Вот тут у нас есть статья по этому поводу, если не читали, то ознакомьтесь: Наркоман не хочет лечиться: что делать?

Большинство РЦ не берут на лечение наркоманов, которые не признают себя наркоманом и сами не просят помощи. В основном это недорогие РЦ, в котором нет штата психотерапевтов.

А наши специалисты - берут и знают, как повернуть мышление наркомана в правильную сторону.",ru
Как мне скрыть свои вакансии?,"Если Вы хотите снять свою вакансию с публикации, пожалуйста, перейдите по ссылке, кликните на вакансию, которую хотите скрыть и в правом нижнем углу нажмите на кнопку «Снять с публикации».",ru
Как долго буриться скважина?,"Затраченное на бурение скважины время варьируется от 3 до 12 часов, каждый случай индивидуален, так как многое зависит от состава грунта.",ru
Является ли медицинской услугой отбеливание и санация зубов?,"Да, является. 


	 Детальная аргументация изложена здесь.",ru
Возможно ли установить погружной насос в вашу скважину?,"Нет, так как диаметр труб обустраиваемых нами скважин составляет 1 дюйм. Такой же диаметр имеет входном канал насоса. В столь узкую трубу погружной насос не может быть установлен.",ru
Парацетамол повышает или понижает давление?,"Парацетамол относится к группе анальгетиков-антипиретиков. Препарат снижает температуру тела человека за счет влияния на центр терморегуляции в продолговатом мозге, а также оказывает обезболивающее действие путем снижения простагландинов. На способен ли парацетамол оказывать влияние на кровяное давление? Читать всё",ru
Нужны ли дополнительные соединительные элементы для монтажа лотка?,"ЕКА производит серии лотков (коробов) быстрый монтаж («папа-мама»), а также лотки с применением соединительных пластин.",ru
"Если я оплатил(а), потом передумал(а) заказывать работу, вы вернете деньги?","Вы можете отказаться от заказа в любой момент (до оплаты – никаких проблем). Бывают и другие ситуации:
1. Если вы оформили заявку и оплатили работу, но автор еще ее не выполнил, мы вернем деньги тем же способом, которым вы оплатили.
2. Если вы передумали в последний момент, и автор уже выполнил часть работы, мы вернем часть денег.",ru
Как принимать одновременно парацетамол и ибупрофен?,"Оба препарата чаще всего используются для устранения лихорадки, хотя относятся к разным фармакологическим группам. При наличии высокой температуры, которая держится на стабильном показателе даже при применении жаропонижающих средств, хорошим вариантом для эффективного жаропонижающего эффекта и уменьшения риска побочных действий станет прием парацетамола и ибупрофена поочередно. Поэтому очень важно знать, как принимать одновременно парацетамол и ибупрофен. Читать всё",ru
Смогу ли я самостоятельно редактировать и обновлять свой сайт?,"Да, сможете. Все созданные нами сайты работают под управлением CMS Wordpress - в нем уже присутствует удобная и интуитивно понятная административная панель (систему управления сайтом) позволяющую без особого труда и не обладая специальными знаниями обновлять сайт: добавлять информацию, создавать новые страницы и разделы.",ru
Могу ли я указать поставки AM или PM?,"Да, ты можешь. Для доставки AM, пожалуйста, заказывайте, по крайней мере, за день до этого. Обратите внимание, что мы не можем гарантировать точные поставки часов. При оформлении заказа вам сообщается о сроках доставки AM и PM.
Обратите внимание, что в тот же день не всегда возможно доставить AM из-за насыщенных графиков, поэтому доставка может иметь место PM.",ru
"Мы увидели у Вас на сайте янтарную рыбу, чем она отличается от минтая или путассу?","Действительно, данная рыба предлагается под разными названиями: сушеный перченый минтай (Dried Peppered Pollack), сушеная перченая путассу (Dried Peppered Poutassou), и янтарная рыба (Amber fish). На самом деле, эти три различных названия относятся к одной и той же рыбе, только она называется по-разному в различных местах ее происхождения.

Также следует обратить внимание, что возможны три вида обработки данной рыбы:
- нарезанная механически (например, Dried Pollack Shred by machine или Dried Poutassou - это одна и та же рыба);
- нарезанная вручную (например, Dried Pollack Shred by hand);
- нарезанная кусочками (например, Dried Peppered Pollack Piece).

Для большей наглядности ниже приводятся фотографии продукции, сделанные на заводе в Китае:

1. Перченый сушеный минтай кусочками (Dried Peppered Pollack Piece)



2. Сушеный минтай, нарезанный вручную (Dried Pollack Shred by hand)



3. Сушеный минтай, нарезанный механически (Dried Pollack Shred by machine)



Для увеличения фото необходимо нажать на его уменьшенном изображении.

[su_spacer size=""10""]
[su_panel color=""#000000"" border=""1px solid #0A4C86"" shadow=""0px 0px 0px #0A4C86"" radius=""8""]
Производитель сушеной рыбы приглашает к сотрудничеству компании, ищущие возможность купить сушеную рыбу из КНР. [su_spacer size=""5""]
Упаковка выбирается в соответствии с требованиями импортера: в пакетики с цветной полиграфией, навалом, в полиэтиленовые пакетики. [su_spacer size=""5""]
Поставки выполняются в Украину, Беларусь, Молдову, Грузию, страны Средней Азии, страны Евросоюза, Россию, Казахстан контейнерными объемами с транспортировкой до ближайшего удобного порта.
[su_spacer size=""5""]
Для расчета предложения сделайте нам подробный запрос. Цены на сушеную рыбу обновляются под конкретный запрос.
[/su_panel]
[su_spacer size=""10""]",ru
Как проходит коуч-сессия?,"Коучинг– это процесс, направленный на достижение конкретно-ощутимого (измеримого) результата или поставленной цели. В ходе совместной работы цель может трансформироваться, но это изменения происходят всегда в сторону чего-то более эффективного.

Во время ознакомительной сессии между коучем и клиентом подробно оговаривается контракт: виды коучинга, формат и периодичность коуч-сессий, их содержание, ответственность сторон, форма оплаты и вопросы, касающиеся взаимоотношений коуча и клиента на период проведения коуч-сессий.

Коучинг подразумевает проведение регулярных коуч-сессий в форме индивидуальных бесед,

Процесс коучинга представляет собой серию бесед коуча и клиента – обычно 8-10 сессий в течении 2-3х месяцев с периодичностью раз в 7-10 дней. Именно за это время происходят заметные изменения. Иногда клиенту бывает достаточно одной сессии. В течение этого времени коуч сопровождает клиента в достижении поставленной цели. Повторные контракты могут иметь различную продолжительность и решать самые различные задачи.

Коуч-сессии проводятся:

 	- при личной встрече,
 	- по телефону,
 	- через мессенджеры (Skype, WhatsApp, Telegram, Zoom) .

Продолжительность сессии 1,5 – 2 часа.

В сессии коучинга работают двое.

Тему каждой коуч-сессии Клиент определяет сам, формулирует свою задачу на сессию и ожидаемые результаты

На сессии коуч, как правило, слушает и время от времени задает вопросы клиенту. Клиент ищет ответы на поставленные вопросы у самого себя, и в процессе поиска ответов, сам находит решение своей задачи. Вопросы коуча помогают ему чётко сформулировать все аспекты решаемой задачи, увидеть её в новом ракурсе и найти оптимальное решение. А также помогают клиенту раскрыть в себе новые возможности и способности.

В итоге клиент находит наиболее подходящее для себя решение задачи, и получает гораздо больше возможностей для решения практически любых жизненных задач, которые могут ему встретиться. Во время сессии, а часто и вне ее, клиент ощущает, что работает над своим вопросом ""в команде"".

Коучинг обычно даёт двойной эффект. Первый виден сразу по окончании сессии в виде найденного решения поставленной задачи. Второй проявляется спустя некоторое время в виде общего повышения качества жизни клиента, его достижений в различных областях.

Здесь будет уместно заметить, что коуч не консультирует, не даёт советов, не обучает. И уж, тем более, коуч не занимается психотерапией – для этого есть специалисты с соответствующей подготовкой.",ru
Ùî òàêå àðìàòóðà?,"Áóä³âåëüíà àðìàòóðà - âèðîáè ç ìåòàëó, ùî âèêîðèñòîâóþòüñÿ â àðìóâàíí³ êîíñòðóêö³é ç áåòîíó. ²ñíóº ê³ëüêà ð³çíîâèä³â ìàòåð³àëó, ùî â³äð³çíÿþòüñÿ çà âèäîì ïðîô³ëþ, òåõíîëîã³¿ âèðîáíèöòâà, à òàêîæ...÷èòàòü äàëåå",hi
Что с макияжем? Какие наряды брать?,"Я любитель естественной красоты. Натуральный макияж – это то, что я обычно прошу. Мне нравится, когда я вижу на фотографии реального человека, а не куклу. Тем не менее, макияж лучше доверить визажисту. Макияж на фотосессию отличается от повседневного. Это не такая тривиальная задача, как может показаться. Если вам потребуется визажист на съёмку, я помогу решить этот вопрос.

Что касается одежды для фотосессии, то вы можете выслать фотографии своих нарядов, чтобы я мог посмотреть и сказать, что больше подходит для фотосессии. В основном это монотонные вещи глубоких цветов: платья, кофты, рубашки, брюки… Всё очень индивидуально. Блондинке подойдёт одно, брюнетке – другое, рыжей – что-то третье. В данной локации лучше одеться во что-то яркое, в другой — отдать предпочтение приглушенным цветам. Помимо этого, вы также можете воспользоваться услугами стилиста-имиджмейкера, который подберёт для вас несколько индивидуальных образов на фотосессию.",ru
"На сколько, как правило, хватает одной такой упаковки № 18?",Одна упаковка Детралекс® 1000 мг таблетки №18 рассчитана на один курс лечения острого геморроя. [1]1. Инструкция по медицинскому применению препарата Детралекс®. РУ № ЛП-003635,ru
Как купить авто в лизинг: какие шаги необходимо предпринять для подачи заявки?,"1. Чтобы купить транспортное средство в лизинг необходимо подать заявку с уже выбранным авто или без него. Во втором случае, Mogo предоставит вам решение о сумме финансирования, однако финальная сумма может быть изменена в зависимости от стоимости выбранного авто.
2. Выберите транспортное средство и заполните заявку на сайте <link>
3. Дождитесь звонка менеджера Mogo и получите решение по вашей заявке.
4. В случае положительного решения для заключения договора лизинговых услуг посетите ближайший филиал Mogo вместе с продавцом авто.
5 Получите автомобиль.",ru
"МНОГИЕ КАПСУЛЫ ДЛЯ ПОХУДЕНИЯ ВЛИЯЮТ НА ГОРМОНАЛЬНЫЙ ФОН, А KETO SLIM?","Капсулы Keto Slim не содержат веществ, вызывающих гормональный дисбаланс.",ru
Нужно ли отменять регистрацию в моем текущем реестре для регистрации голландского флага?,"Мы можем зарегистрировать ваше судно без подтверждения отмены вашей текущей регистрации. Таким образом, вы можете отменить свою текущую регистрацию позже. Часто задаваемые вопросы",ru
"Что делать, если я не знаю английский?","Мы создали для наших моделей специальный разговорник из самых часто употребляемых слов и выражений в сфере вебкам. Также можно пользоваться онлайн-переводчиком. Но даже если с английским беда, общаясь с носителями языка, вы стремительно подтяните его до необходимого уровня.",ru
В чём плюсы и минусы покупки недвижимости в Турции?,"Плюсы покупки недвижимости в Турции – доступные цены, низкие налоги и другие дополнительные расходы, большой выбор предложений на курортах, качественное новое строительство, понятная и простая процедура оформления жилья в собственность, возможность получить вид на жительство и гражданство просто за покупку недвижимости. Минусы – не самая стабильная экономика, запрет на посуточную сдачу квартир частными лицами (для некоторых это важно), довольно высокие ставки по кредитам.",ru
Почему нам можно доверить аутстаффинг?,"Наша фирма имеет официальную государственную аккредитацию в качестве частного агентства занятости. Мы существуем на данном рынке более 10 лет и отлично знаем все его особенности. Всегда заключаем трудовой договор с сотрудниками работодателя, полностью ведем весь кадровый учет по всем работникам и платим зарплатные налоги. Всегда предоставляем официальный договор аутстаффинга или договор сервисных услуг работодателю для изучения. У нас высокая культура сервиса – за вами будет закреплен персональный менеджер. Своя курьерская доставка",ru
Где можно прочитать и оставить свой отзыв о косметологии Елены Волковой?,Прочитать отзывы и оставить свой о косметологии Елены Волковой можно на страницах GOOGLE:  <link>,ru
"Какие документы вам нужны, чтобы зарегистрировать яхту под голландской регистрацией лодок?","Нам нужна только копия вашего европейского паспорта или удостоверения личности и подтверждение права собственности на лодку - это может быть либо копия договора купли-продажи, страховой полис или чек на продажу (пока на нем указаны детали яхты, такие как корпус и номер двигателя). Часто задаваемые вопросы",ru
Сколько стоит курс TEFL / TESOL?,"Мы предоставляем возможность купить TESOL сертификат с предварительным прохождением онлайн-курса по действующим акциям всего от $129 до $289. Помимо самого сертификата в стоимость входят:



 
Онлайн-курс с обучающими материалами.




 
Расшифровка курса с описанием программы, которая была вами пройдена.




 
Помощь ассистента в составлении вашего качественного резюме.




 
Безлимитное курирование по вопросам трудоустройства.




 
Пожизненный доступ к базе из 36000 вакансий в 52 странах мира и самые актуальные вакансии.




 
Книга «100 Ideas for Teaching English» – помощник начинающего учителя английского.",ru
Какие требования к возврату автомобиля?,Арендатор обязан: вернуть автомобиль в чистом виде или оплатить стоимость мойки и уборки салона; заправить автомобиль АИ-95 и предоставить чек с АЗС.,ru
📌 Как мне подать жалобу на онлайн букмекерскую контору?,"У большинства букмекеров есть несколько вариантов службы поддержки, по которым с ними можно связаться, включая учетные записи в социальных сетях, онлайн чат, адреса электронной почты и телефонные линии. Если эти варианты не помогают урегулировать спорный вопрос, вы можете связаться со службой поддержки нашего сайта для урегулирования спорного вопроса.",ru
Как связаться с продавцом?,"Напишите сообщение на сайте нажав кнопку ""Написать"" или свяжитесь с продавцом по контактам указанным в аккаунте продавца.",ru
"💰 Сколько будет стоить доставка, если заказывать 20 тонн?","Если материал будет доставляться с карьера, стоимость доставки не изменится и будет составлять 5100, но при этом стоимость за тонну будет выше, 5100 грн/ 20 тонн = 250 грн/т.",ru
"Кабель КГ-ДА, Возможно ли эксплуатация в условиях «соляного тумана»?","Кабель устойчив к воздействию соляного тумана, инея, вибрационных, ударных и линейных нагрузок, акустических шумов.",ru
❤️⭐ Сколько стоит лист профнастила для забора?,"Лист профнастил ПС-10 длиной 1,5 метра - цена 170 грн/лист


Лист профнастил ПС-10 длиной 1,7 метра - цена 208 грн/лист


Лист профнастил ПС-10 длиной 2,0 метра - цена 230 грн/лист.",ru
Существуют ли требования к хранению медицинских карт?,"Да, требования есть. Порядок ведения и хранения медицинской карты (форма 025/у) установлен Приказом Минздрава РФ от 15.12.2014 №834н.


	 Срок хранения составляет 25 лет, что подтверждается Письмом Минздрава РФ №13-2/1538.",ru
Как я могу вернуть купленные украшения?,"Для возврата или обмена украшения, которое не подошло или не понравилось, у Вас есть уникальная возможность произвести обмен в течение 10 дней в том же магазине нашей сети, в котором Вы совершали покупку. Просто сохраните бирку на изделии и возьмите с собой чек и паспорт.",ru
Какие Мониторы и Моноблоки мы выкупаем?,"Выкупим все мониторы и моноблоки с 2013 года в рабочем состоянии не битые: iMac, Samsung, Xiaomi, Huawei, Honor, AOC, Lenovo, Asus, Acer, Razer, MSI, HP.Оставить заявку!",ru
В какое время дня лучше всего принимать препарат Детралекс?,"При варикозе либо хроническом геморрое рекомендуется принимать Детралекс®1000 мг, 1 раз в сутки, предпочтительно утром, во время приема пищи.При остром геморрое - Детралекс®1000 мг 3 таблетки в сутки (по 1 таблетке утром, днем и вечером) в течение 4 дней, затем Детралекс®1000 мг  по 2 таблетки в сутки (по 1 таблетке утром и вечером) в течение последующих 3 дней.",ru
"Могут ли отказаться выполнять консультацию, когда предоплата уже внесена?","Если заказ подтвержден, мы сделаем все, чтобы его выполнить. При непредвиденных обстоятельствах мы вернем деньги.",ru
Какие документы необходимы для верификации аккаунта?,"Вы можете загрузить свои документы во время регистрации или позже, в Личном кабинете FxGen, нажав на кнопку ""Профиль"", а затем - ""Верификация"". Прикрепите документ, удостоверяющий личность (фотографию паспорта или скан-копию паспорта), в соответствующее окно. В случае возникновения вопросов обратитесь в поддержку support@fx-gen.com",ru
Каковы этапы сотрудничества в случае заказа модульного дома?,"Мы предлагаем превратить идею клиента в готовый проект, но если клиент уже разработал подробный проект дома и точно знает, что он хочет получить, проводится оценка проекта, а также выполняется расчет стоимости. По согласованию с клиентом разрабатываются подробные технические чертежи, затем происходит утверждение проекта и мы начинаем производство дома. Полный цикл сотрудничества длится от 3 до 5 месяцев. Основные этапы сотрудничества представлены ниже:",ru
🔩 Какие запчасти вы используете?,"В основном мы используем оригинальные детали. Если узел от производителя слишком дорогой,  мы можем предложить неоригинальные заменители хорошего качества.",ru
Что такое рекламные Viber сообщение?,"Рекламные и / или приветственные сообщения - сообщения, содержащие рекламу / рекламную информацию; комбинированные сообщения, одновременно содержащие и рекламную информацию, и информацию о выполненных транзакциях / операциях; сообщения, содержащие приветствия; а также другие сообщения (отличные от транзакционных сообщений), на получение которых Пользователь предоставил явно выраженное письменное согласие.",ru
Как вывести деньги с Мелбет?,"Для вывода нужно помнить два условия. Во-первых, вывод разрешён только теми способами, которыми делался депозит. Во-вторых, нужно сделать оборот ставок в размере депозита. Способы ввода/вывода: банковские карты и два электронных кошелька – QIWI и «Яндекс Деньги». При депозите в тенге вывод на Webmoney не предлагается с сентября 2019 г. Кроме того для ввода/вывода в валюте предлагаются многочисленные зарубежные платёжные системы и кошельки.",ru
Как выбрать спортивное полотенце?,"Выбирая спортивное полотенце, учитывайте его способность впитывать много влаги. Интенсивные физические нагрузки заставляют хорошо потеть, а от лишней влаги на теле нужно быстро и мягко избавляться, чтобы она не мешала занятиям спорта. Еще одно условие для спортивного полотенца — износостойкость. При ежедневной стирке изделия из натуральных тканей быстро изнашиваются. поэтому для спорта лучше выбрать микрофибровое полотенце.",ru
"Как проехать с Киева, городским транспортом, до косметологии Елены Волковой?","От метро Лесная на маршрутке № 403А, до остановки ул. Грушевского (предпоследняя остановка).",ru
Как сортируют (калибруются) креветки?,"Калибровка  креветок  — процесс чрезвычайно трудоемкий. Однако трудно представить, чтобы эту огромную массу кто-то сортировал вручную. Тем не менее, на прилавки супермаркетов креветки поступают, согласно сложившейся практике, отсортированными. Специалисты калибруют их по длине. Сортировка происходит на основе статистических данных о том, какое их количество (поштучно) приходится на один фунт. Некоторые виды креветок могут содержать в одном фунте до 120 штук. Для других свойственно всего 2 или 4 креветки на эту же массу. Соответственно, чем крупнее креветка, тем меньше цифра.",ru
Как хранить свежие трюфели?,"Известно, что  трюфели  имеют очень маленький срок годности. Вкусовые качества этих очень редких грибов раскрываются только исключительно в свежем состоянии. Тем не менее, трюфели можно хранить в морозилке. Но как сохранить уникальные качества свежих трюфелей? Для этого можно использовать, например, масло. Это же масло, пропитанное соком и непередаваемым ароматом трюфелей, можно будет использовать в каком-либо оригинальном рецепте. Кроме того, свежие трюфели можно хранить, засыпав их рисом. Рис, впитав аромат трюфелей, может стать прекрасным ингредиентом для ризотто. Самый надежный способ длительно сохранить свежие трюфели – засыпать песком, накрыть влажной тканью и закрыть крышкой, так можно сохранить трюфель свежим до 30 дней!",ru
Как выбрать место для бурения?,"Выбор места бурения скважины должен осуществляться специалистами и вот почему.     На этот счет имеется множество заблуждений, из которых наиболее распространенным является лозоходство — основанный на парапсихологии метод, в ходе которого человеком используются подвижные лозы или рамки, смыкание коих якобы должно указывать на наличие подземного источника.     Никаких научных доказательств связи «показаний» рамок с реальным расположением водоносного слоя, однако, не существует.     Нельзя также верить другим подобным «приметам», например, столь же ложным является утверждение, согласно которому вода на глубине имеется в зонах произрастания кустов, деревьев и т.п.     Единственно правильным методом выбора места для скважины является разведывательное бурение.",ru
"Мы хотели бы заказать дополнительно 1MT вида арахиса редскин (Redskin), это возможно?","Это сложно, поскольку основные поставки арахиса идут из провинции Шандонг, а вид арахис редскин нужно получать с северо-востока Китая. Консолидировать столь малые количества для отправки заказчику не имеет экономического смысла. Поэтому необходимо увеличивать объем заказа такого вида арахиса до контейнерных норм.",ru
✔️Как создать новую группу в телеграмме?,"↑ Как создать группу в Телеграмм на телефонеНа вкладке с чатами, в левом верхнем углу, нажимаем на кнопку вызова меню.еще",ru
Сколько камер должно быть в профиле?,"Количество камер в ПВХ-профиле определяет уровень теплозащиты и подбирается с учетом назначения окна и пожеланий заказчика.

	Для летней дачи обычно достаточно профиля с 3 камерами.
	Для стандартной квартиры лучше выбирать профиль с увеличенной глубиной (от 70 мм) и 5 воздушными камерами.
	Для максимальной теплозащиты (например, в частный дом) рекомендуем профиль премиум-уровня, например VEKA Softline 82 (7 камер в створке).",ru
Вы оказываете маркетинговую поддержку после запуска казино?,"Основную работу по увеличению трафика на сайт оператор казино выполняет самостоятельно, но мы можем оказать помощь в качестве дополнительной услуги. Она оплачивается отдельно, а ее стоимость оговаривается в индивидуальном порядке.

Для решения задачи привлечения новой аудитории на игорный сайт используются такие инструменты, как SEO-маркетинг, партнерские программы, активное сотрудничество с внешними платформами. Стабильный рост трафика приносит эффективная работа с аффилиатами.

Свяжитесь с нашим менеджером, чтобы обсудить условия сотрудничества.",ru
Есть ли у нас гарантия на лечение?,О гарантиях мы писали вот тут: Наши гарантии,ru
Как удалить аккаунт?,"Мы можем удалить только аккаунт покупателя. Для этого напишите  в Службу поддержки  или свяжитесь с нами используя форму обратной связи  Контакты указав в поле Тема ""Удалить аккаунт"". Удаление аккаунта продавца возможно в случае если не было сделано ни одной продажи.",ru
Нужно ли продлевать лицензию и подписку?,"Нет, не нужно. В отличие от конкурентов, тут пожизненная лицензия, обновления и техническая поддержка. 

Продлевать каждый год ничего не нужно. Ограничение только на количество доменов. И то только для первых двух тарифных планов.",ru
Наращивание ресниц или ламинирование: что выбрать?,"Ламинирование ресниц – это процедура ухода, которая направлена на глубокое питание натуральных ресничек специальными составами с высоким содержанием кератина, витаминов, минералов и аминокислот. Во время процедуры каждую ресничку насыщают пигментом и создают красивый завиток.

 

Наращивание – это удлинение и увеличение объема естественных ресниц с помощью приклеивания искусственных гипоаллергенных волокон.

 

Наращивание подойдет обладательницам коротких ресничек, мечтающим об эффектном притягательном взгляде. Если в приоритете натуральность и естественные волоски достаточно длинные, но им не хватает изгиба и густоты, больше подойдет ламинирование.

Длительность процедуры

Ламинированные ресницы создаются в среднем за 1,5 часа, тогда как качественное профессиональное наращивание поресничным способом займет не менее 2,5 часов.

Результат

После ламинирования природные волоски становятся мягче, длиннее и крепче, их структура утолщается минимум на 30%. Ресницы получают насыщенный цвет, здоровый сияющий блеск и мягкий изгиб без ущерба их аккуратному естественному внешнему виду. Выразительный эффект «открытого» взгляда сохраняется на протяжении 6 недель и полностью заменяет легкий макияж (нанесение одного слоя туши). В результате глубокого питания полезными веществами структура натуральных ресниц регенерируется, поврежденные участки восстанавливаются, волоски становятся крепче и толще. Волосяные луковицы активизируются в росте, а кожа вокруг глаз выглядит подтянутой и разглаженной.

 

Наращивание открывает более широкий простор для экспериментов с образами и коррекции формы глаз. Сдержанная «классика», голливудский объем, смелые цветные ресницы, различные эффекты (беличий, кукольный, разреженный, лисий и др.), оригинальные украшения стразами – ограничением могут стать только собственные предпочтения и индивидуальные особенности геометрии лица. Такой «универсальный макияж» будет радовать свою обладательницу не менее двух месяцев при любых обстоятельствах и погодных условиях.

Уход

После ламинирования реснички не требуют коррекции и сложного дополнительного ухода. Купаться в соленой морской воде, нырять в бассейне, наслаждаться банными процедурами, красить реснички любимой тушью или экспериментировать с мейкапом без опасений за сохранение желаемого эффекта можно уже через сутки.

Наращённые ресницы прослужат ровно столько, сколько длиться жизненный цикл натуральных волосков. После выпадения потребуется коррекция. В уходе следует избегать трения ресничек, не спать «лицом в подушку» и не пользоваться жирными косметическими средствами.",ru
